token_addr,holder_addr,balance,rel_to_total
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x04bda42de3bc32abb00df46004204424d4cf8287,519201.658864787447863779,0.5192016588647874
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x7c106c30ad78f5b978a1abee0eba6f565ed40836,239133.307548999134278232,0.2391333075489991
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0xac615d0a7ebe64fc4a89e8df23c772bf80db2c1e,177309.351943199918054586,0.17730935194319994
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x14ca1805c5dab59d537d23234f7a1b258caff255,175918.195702594098443062,0.1759181957025941
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x31946cd042580a2bf5f1d4dc4d16b9452dbb2d92,126330.281410548086025657,0.12633028141054808
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x6e5cfa5e9500f1f6caa74d482fc57cbe2aeb58fb,125219.860684449692587349,0.12521986068444968
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x76fc7bc5240c947d793717933508554ea59a1ef3,119684.293886735005700215,0.119684293886735
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x25ff905a6191294149133d3052863a3b3d9310d2,119584.077023163229239574,0.11958407702316323
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x74809e785a55a076dc94af5cc9d92d3f131bff00,119550.206534508314128717,0.1195502065345083
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0xaf3a0ba00099067098ab3adba34fd6059d74f940,119545.557643908619897815,0.11954555764390862
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0xd907afba50b87c6a6a191c0d0a55e8640d58955f,116821.464427512433559273,0.11682146442751243
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x7746994062fc6bb12509e033bba4f551736709ad,106394.424608060354217478,0.10639442460806034
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x1b7fa3959b5a90b3956e93b5dc881c762c25bed0,101114.602871011485538549,0.10111460287101148
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0xfdfbea492bcb16deb4b1390ea1a3c41464806cbe,94409.771527547749961188,0.09440977152754775
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0xf6bf75a80b68c513ec1eb989414690befd6597b2,94258.929450800464673055,0.09425892945080047
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x008c9fa942b614dc8c105e2dc15043b3a0f60921,78112.184545276045165286,0.07811218454527605
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x54ae70f613923e2f65d11cfcfd7f5adc7e02644e,66211.346588026534468453,0.06621134658802653
0x9Cb6DD255A6bbe32130ce645ec45c0A3e9D87A4a,0x15122eb904e233c1ae45a45f847cdc4190de7796,64673.919336918998352293,0.06467391933691899
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x3c17e014e83334bdb41fa3254a5986c0eeca25a5,859864438476.982435394372175384,85.97784606309193
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x6d178c67bf5670a93fac2f8906ce512a9233e662,140160666751.968133812310406753,14.014665208675947
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xc54e1d8a9653526e52ed2b87d38e2d2027d5ce2f,1000000.0,9.99900009999e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x5b97680e165b4dbf5c45f4ff4241e85f418c66c2,899000.0,8.989101089891011e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xf0d6c1acb38ea90f5d2d89ea82afecfad48cc56a,859000.0,8.58914108589141e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xf93d4ec4cadec63a68fe13ad5bb1abed44ebb81c,836000.0,8.359164083591642e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x5921c191fe58175b1fb8943ed3f17345e615ff02,792000.0,7.919208079192081e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x469deb39c6415d943b09cfca3a4f9494a84f9d61,792000.0,7.919208079192081e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x8c7ff00cf353b0236cbb259df12e1d3478d633e3,723000.0,7.229277072292772e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xf0f17b61f2f66cfeea93f6ac7f3f229b31adc335,718000.0,7.179282071792821e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x9b5ea8c719e29a5bd0959faf79c9e5c8206d0499,689021.509577045578209885,6.88952614315614e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x06057832e31e7969cde67d983cfbf5271b37da96,684000.0,6.839316068393161e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xc32304513fbc519c5e6ee209a0c9437513c4fb94,684000.0,6.839316068393161e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x3505b95dbc8dbd895614f34ee8633ecbbaf35dc6,683000.0,6.82931706829317e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xf2855ef7c734ec1f965915daafe668450e4b8212,664000.0,6.63933606639336e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x7d10f6dade3ca5be47e6048da2ad74d0a3abe520,658000.0,6.57934206579342e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xbd9f549645e4d8eae78f94c3a1f3a03f5bc46bd4,651000.0,6.50934906509349e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xe8ef271024d700efea376b56c776cd70ac5d1884,648000.0,6.479352064793521e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0xa5f7a39e55d7878bc5bd754ee5d6bd7a7662355b,639000.0,6.389361063893611e-05
0x1533C795EA2B33999Dd6eff0256640dC3b2415C2,0x99f900f51808972921c0749efa3cb343847572a6,632000.0,6.319368063193681e-05
